"COMPUTERNAME","OUPATH","ADDEDBY","DATEADDED","SUCCESSFUL","ERRORS"
"CHEK-0135-004","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to PROF0199-01"
"CHEK-0135-005","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to PROF0226-02"
"CHEK-0135-006","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:39 PM","True",""
"CHEK-0135-007","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:40 PM","True",""
"CHEK-0135-008","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to Alum0502-01"
"CHEK-0135-009","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:41 PM","True",""
"CHEK-0135-010","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to PROF0328-01"
"CHEK-0135-011","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:42 PM","True",""
"CHEK-0135-012","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to CHHS-SCUF-TEST"
"CHEK-0135-013","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:43 PM","True",""
"CHEK-0135-014","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to KGSX0100-03"
"BEARCLAW-001","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:44 PM","True",""
"BEARCLAW-002","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:45 PM","True",""
"BEARCLAW-003","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to Alum0502-03"
"BEARCLAW-004","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to PROF0328-10"
"BEARCLAW-005","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to PROF0328-03"
"BEARCLAW-006","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:46 PM","True",""
"BEARCLAW-007","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:47 PM","True",""
"BEARCLAW-008","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to PROF0328-04"
"BEARCLAW-009","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:48 PM","True",""
"BEARCLAW-010","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:49 PM","True",""
"BEARCLAW-011","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:49 PM","True",""
"BEARCLAW-012","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to MCDA0100-01"
"BEARCLAW-013","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:50 PM","True",""
"BEARCLAW-014","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to PROF0145-06"
"BEARCLAW-015","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to Alum0502-05"
"BEARCLAW-016","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to Alum0502-04"
"BEARCLAW-017","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:52 PM","True",""
"BEARCLAW-018","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:53 PM","True",""
"BEARCLAW-019","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:54 PM","True",""
"BEARCLAW-020","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:55 PM","True",""
"BEARCLAW-021","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:55 PM","True",""
"BEARCLAW-022","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:56 PM","True",""
"BEARCLAW-023","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:56 PM","True",""
"BEARCLAW-024","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:57 PM","True",""
"BEARCLAW-025","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:58 PM","True",""
"BEARCLAW-026","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/9/2021 8:20:58 PM","True",""
"BEARCLAW-027","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to CLAW-0114-014"
"BEARCLAW-028","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to CLAW-0114-009"
"BEARCLAW-029","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to CLAW-0114-013"
"BEARCLAW-030","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to CLAW-0114-012"
"AD TESTING","OU=HotSpares,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/12/2021 3:42:42 PM","True",
"DELETEME","OU=TEST-LABS,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 10:44:34 PM","True",
"CHEK-0135-001","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","'CHEK-0135-001' already exists in the AD;MAC Address is tied to CHEK-0135-001"
"CHEK-0135-002","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","'CHEK-0135-002' already exists in the AD;MAC Address is tied to CHEK-0135-002"
"CHEK-0135-003","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","'CHEK-0135-003' already exists in the AD;MAC Address is tied to CHEK-0135-003"
"CHEK-0135-004","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","'CHEK-0135-004' already exists in the AD;MAC Address is tied to CHEK-0135-004"
"CHEK-0135-005","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","'CHEK-0135-005' already exists in the AD;MAC Address is tied to CHEK-0135-005"
"CHEK-0135-006","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","'CHEK-0135-006' already exists in the AD;MAC Address is tied to CHEK-0135-006"
"CHEK-0135-007","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","'CHEK-0135-007' already exists in the AD;MAC Address is tied to CHEK-0135-007"
"CHEK-0135-008","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:14 PM","True",""
"CHEK-0135-009","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:15 PM","True",""
"CHEK-0135-010","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:16 PM","True",""
"CHEK-0135-011","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:16 PM","True",""
"CHEK-0135-012","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:17 PM","True",""
"CHEK-0135-013","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:17 PM","True",""
"CHEK-0135-014","OU=CHEK-0135,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:18 PM","True",""
"BEARCLAW-001","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:18 PM","True",""
"BEARCLAW-002","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:19 PM","True",""
"BEARCLAW-003","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:19 PM","True",""
"BEARCLAW-004","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:20 PM","True",""
"BEARCLAW-005","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:21 PM","True",""
"BEARCLAW-006","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:21 PM","True",""
"BEARCLAW-007","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:22 PM","True",""
"BEARCLAW-008","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:23 PM","True",""
"BEARCLAW-009","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:23 PM","True",""
"BEARCLAW-010","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:24 PM","True",""
"BEARCLAW-011","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:25 PM","True",""
"BEARCLAW-012","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:25 PM","True",""
"BEARCLAW-013","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:26 PM","True",""
"BEARCLAW-014","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to PROF0145-06"
"BEARCLAW-015","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:27 PM","True",""
"BEARCLAW-016","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:28 PM","True",""
"BEARCLAW-017","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:28 PM","True",""
"BEARCLAW-018","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:28 PM","True",""
"BEARCLAW-019","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:29 PM","True",""
"BEARCLAW-020","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:29 PM","True",""
"BEARCLAW-021","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:30 PM","True",""
"BEARCLAW-022","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:30 PM","True",""
"BEARCLAW-023","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:30 PM","True",""
"BEARCLAW-024","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:31 PM","True",""
"BEARCLAW-025","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:31 PM","True",""
"BEARCLAW-026","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"12/12/2021 11:01:32 PM","True",""
"BEARCLAW-027","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to CLAW-0114-014"
"BEARCLAW-028","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to CLAW-0114-009"
"BEARCLAW-029","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to CLAW-0114-013"
"BEARCLAW-030","OU=LIBR-0114,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET",,"N/A","False","MAC Address is tied to CLAW-0114-012"
"LIBR-0109A-010","OU=TRIO,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/12/2021 11:09:31 PM","True",""
"LIBR-0109A-011","OU=TRIO,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/12/2021 11:09:32 PM","True",""
"LIBR-0109A-012","OU=TRIO,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/12/2021 11:09:33 PM","True",""
"LIBR-0109A-013","OU=TRIO,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/12/2021 11:09:34 PM","True",""
"DELETEME-01","OU=TEST-LABS,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/12/2021 11:19:26 PM","True",""
"DELETEME-02","OU=TEST-LABS,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/12/2021 11:19:28 PM","True",""
"DELETEME-03","OU=TEST-LABS,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/12/2021 11:19:29 PM","True",""
"DELETEME-04","OU=TEST-LABS,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/12/2021 11:19:30 PM","True",""
"DELETEME-01","OU=ALUM-0208,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/14/2021 3:56:21 PM","True",""
"DELETEME-02","OU=ALUM-0208,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/14/2021 3:56:22 PM","True",""
"DELETEME-03","OU=ALUM-0208,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/14/2021 3:56:23 PM","True",""
"DELETEME-04","OU=ALUM-0208,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/14/2021 3:56:25 PM","True",""
"DELETEME-05","OU=TEST-LABS,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/15/2021 11:10:03 PM","True",
"DELETEME-06","OU=TEST-LABS,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/15/2021 11:10:24 PM","True",
"DELETEME-05","OU=TEST-LABS,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/15/2021 11:38:51 PM","True",
"DELETEME-05","OU=TEST-LABS,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/16/2021 12:02:24 AM","True",
"DELETE-05","OU=HotSpares,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/16/2021 1:26:28 AM","True",
"DELETE-06","OU=HotSpares,OU=CORE,OU=LABS,OU=COMPUTERS,OU=CUSTOM,DC=SGF,DC=EDUBEAR,DC=NET","RM-CORE-SAM","12/16/2021 1:27:25 AM","True",
